VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
1199,124211,17026,7008,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Oak Woodland,Hardwood
1200,78708,17026,7904,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Urban Shrubland,Developed
1201,56071,17026,7923,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Shrubland,Developed
1202,2868770,17026,7964,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Row Crop,Agricultural
1203,69,17030,9816,Canadian Rocky Mountains,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous
1204,244,17030,7385,Canadian Rocky Mountains,Great Plains Wooded Draw and Ravine Woodland,Riparian
1205,1368,17016,9113,Northern Appalachian / Acadian,Laurentian-Acadian Acidic Cliff and Talus,Sparsely Vegetated
1206,40,17016,9173,Northern Appalachian / Acadian,North-Central Appalachian Acidic Cliff and Talus,Sparsely Vegetated
1207,2,17030,9316,Canadian Rocky Mountains,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub
1208,52777,17026,7966,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Fallow/Idle Cropland,Agricultural
1209,5,17026,9166,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Herbaceous Bald and Bluff,Grassland
1210,249,17026,7663,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Shrub Swamp,Shrubland
1211,431947,17026,7297,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Developed-Medium Intensity,Developed-Medium Intensity
1212,207294,17026,7298,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Developed-High Intensity,Developed-High Intensity
1213,166985,17026,7191,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Logged-Herb and Grass Cover,Grassland
1214,93624,17026,7193,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Logged-Tree Cover,Conifer
1215,387256,17026,7960,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Orchard,Agricultural
1216,2400,17069,7197,Dakota Mixed-Grass Prairie,Recently Burned-Tree Cover,Conifer
1217,144793,17023,7314,Superior Mixed Forest,North-Central Interior Maple-Basswood Forest,Hardwood
1218,309,17069,7196,Dakota Mixed-Grass Prairie,Recently Burned-Shrub Cover,Shrubland
1219,155376,17026,7921,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
1220,47057,17026,7942,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
1221,53181,17026,7192,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Logged-Shrub Cover,Shrubland
1222,2894,17026,7200,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Disturbed Other-Tree Cover,Conifer
1223,1707,17026,7199,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Disturbed Other-Shrub Cover,Shrubland
1224,213530,17026,7968,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Wheat,Agricultural
1225,16412,17026,7922,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
1226,17418,17026,7920,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
1227,58225,17026,7965,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Close Grown Crop,Agricultural
1228,11750,17026,7944,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
1229,9568,17026,7120,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Willamette Valley Upland Prairie,Grassland
1230,23176,17026,7961,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Vineyard,Agricultural
1231,71901,17026,7962,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Bush fruit and berries,Agricultural
1232,79,17049,7120,West Cascades,Willamette Valley Upland Prairie,Grassland
1233,6144,17026,7198,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Disturbed Other-Herb and Grass Cover,Grassland
1234,33072,17023,9179,Superior Mixed Forest,North-Central Interior Floodplain Forest,Riparian
1235,1997,17026,7295,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1236,38016064,17073,7974,Northern Tallgrass Prairie,Eastern Cool Temperate Row Crop,Agricultural
1237,359179,17073,7975,Northern Tallgrass Prairie,Eastern Cool Temperate Close Grown Crop,Agricultural
1238,1102,17016,7195,Northern Appalachian / Acadian,Recently Burned-Herb and Grass Cover,Grassland
1239,11918,17026,7084,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Montane Shrubland,Shrubland
1240,6085,17073,7976,Northern Tallgrass Prairie,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1241,1145583,17073,7977,Northern Tallgrass Prairie,Eastern Cool Temperate Pasture and Hayland,Agricultural
1242,667548,17073,7908,Northern Tallgrass Prairie,Eastern Cool Temperate Urban Herbaceous,Developed
1243,190106,17073,7978,Northern Tallgrass Prairie,Eastern Cool Temperate Wheat,Agricultural
1244,147140,17073,7909,Northern Tallgrass Prairie,Eastern Cool Temperate Urban Shrubland,Developed
1245,88978,17073,7905,Northern Tallgrass Prairie,Eastern Cool Temperate Urban Deciduous Forest,Developed
1246,49494,17073,7301,Northern Tallgrass Prairie,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood
1247,35449,17073,7907,Northern Tallgrass Prairie,Eastern Cool Temperate Urban Mixed Forest,Developed
1248,16,17030,7142,Canadian Rocky Mountains,Columbia Basin Palouse Prairie,Grassland
1249,19429,17073,7906,Northern Tallgrass Prairie,Eastern Cool Temperate Urban Evergreen Forest,Developed
1250,311,17023,7394,Superior Mixed Forest,North-Central Interior Oak Savanna,Hardwood
1251,7,17071,7940,Fescue-Mixed Grass Prairie,Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,Developed
1252,1,17071,7943,Fescue-Mixed Grass Prairie,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
1253,1558,17073,9055,Northern Tallgrass Prairie,Boreal-Laurentian Bog,Riparian
1254,15832,17073,9112,Northern Tallgrass Prairie,Laurentian Jack Pine-Red Pine Forest,Conifer
1255,8863751,17037,7055,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
1256,1781398,17037,9016,Middle Rockies - Blue Mountains,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated
1257,5009068,17037,9018,Middle Rockies - Blue Mountains,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
1258,2395330,17037,7145,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
1259,179710,17037,7144,Middle Rockies - Blue Mountains,Rocky Mountain Alpine Turf,Grassland
1260,75613,17037,7143,Middle Rockies - Blue Mountains,Rocky Mountain Alpine Fell-Field,Grassland
1261,3425628,17037,7056,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
1262,19729196,17037,7050,Middle Rockies - Blue Mountains,Rocky Mountain Lodgepole Pine Forest,Conifer
1263,534367,17037,9022,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
1264,25562483,17037,7045,Middle Rockies - Blue Mountains,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
1265,267011,17037,7070,Middle Rockies - Blue Mountains,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland
1266,5720762,17009,7292,Great Lakes,Open Water,Open Water
1267,1344598,17037,7292,Middle Rockies - Blue Mountains,Open Water,Open Water
1268,4658652,17037,7046,Middle Rockies - Blue Mountains,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
1269,19504,17009,9601,Great Lakes,Great Lakes Dune Grassland,Grassland
1270,207689,17009,9317,Great Lakes,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1271,4539752,17009,9112,Great Lakes,Laurentian Jack Pine-Red Pine Forest,Conifer
1272,2806915,17009,7362,Great Lakes,Laurentian-Acadian Northern Pine Forest,Conifer
1273,3874191,17009,9089,Great Lakes,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer
1274,3251493,17009,9056,Great Lakes,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
1275,1621070,17037,9017,Middle Rockies - Blue Mountains,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
1276,2448704,17009,9817,Great Lakes,Northern & Central Ruderal Meadow,Exotic Herbaceous
1277,108281,17037,7735,Middle Rockies - Blue Mountains,North American Glacier and Ice Field,Snow-Ice
1278,342494,17037,9021,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
1279,661402,17009,9120,Great Lakes,Laurentian-Acadian Wet Meadow,Riparian
1280,161098,17009,9202,Great Lakes,Northern Great Lakes Coastal Marsh,Riparian
1281,9020072,17037,7106,Middle Rockies - Blue Mountains,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
1282,934988,17037,7011,Middle Rockies - Blue Mountains,Rocky Mountain Aspen Forest and Woodland,Hardwood
1283,2171375,17037,7140,Middle Rockies - Blue Mountains,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
1284,5236288,17037,7169,Middle Rockies - Blue Mountains,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
1285,640516,17037,7165,Middle Rockies - Blue Mountains,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
1286,18746,17037,7010,Middle Rockies - Blue Mountains,Northern Rocky Mountain Western Larch Savanna,Conifer
1287,19226078,17037,7166,Middle Rockies - Blue Mountains,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
1288,11261190,17037,7139,Middle Rockies - Blue Mountains,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
1289,26882329,17009,7302,Great Lakes,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
1290,36294,17009,9088,Great Lakes,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer
1291,12301574,17037,7053,Middle Rockies - Blue Mountains,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
1292,2228,17037,7168,Middle Rockies - Blue Mountains,Northern Rocky Mountain Avalanche Chute Shrubland,Shrubland
1293,1344771,17037,9012,Middle Rockies - Blue Mountains,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
1294,8379895,17009,7301,Great Lakes,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood
1295,955526,17037,9328,Middle Rockies - Blue Mountains,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
1296,472591,17037,9512,Middle Rockies - Blue Mountains,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
1297,4699822,17037,7967,Middle Rockies - Blue Mountains,Western Cool Temperate Pasture and Hayland,Agricultural
1298,2271119,17037,9828,Middle Rockies - Blue Mountains,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
1299,470747,17009,9118,Great Lakes,Laurentian-Acadian Freshwater Marsh,Riparian
1300,6457359,17037,7047,Middle Rockies - Blue Mountains,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
1301,6854,17026,7963,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
1302,901,17026,7036,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,North Pacific Seasonal Sitka Spruce Forest,Conifer
1303,6265039,17037,7080,Middle Rockies - Blue Mountains,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
1304,89810,17037,9011,Middle Rockies - Blue Mountains,North American Arid West Emergent Marsh,Riparian
1305,4294311,17037,7965,Middle Rockies - Blue Mountains,Western Cool Temperate Close Grown Crop,Agricultural
1306,1038548,17037,7968,Middle Rockies - Blue Mountains,Western Cool Temperate Wheat,Agricultural
1307,1952,17026,7195,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Burned-Herb and Grass Cover,Grassland
1308,227956,17037,7193,Middle Rockies - Blue Mountains,Recently Logged-Tree Cover,Conifer
1309,102116,17037,9829,Middle Rockies - Blue Mountains,Western North American Ruderal Wet Meadow & Marsh,Riparian
1310,148624,17037,7192,Middle Rockies - Blue Mountains,Recently Logged-Shrub Cover,Shrubland
1311,445812,17037,9336,Middle Rockies - Blue Mountains,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
1312,2,17064,7150,Aspen Parkland,Western Great Plains Tallgrass Prairie,Grassland
1313,195,17064,9516,Aspen Parkland,Northwestern Great Plains Riparian Herbaceous,Riparian
1314,149724,17037,7191,Middle Rockies - Blue Mountains,Recently Logged-Herb and Grass Cover,Grassland
1315,181954,17037,7924,Middle Rockies - Blue Mountains,Western Cool Temperate Developed Ruderal Grassland,Developed
1316,146853,17037,7923,Middle Rockies - Blue Mountains,Western Cool Temperate Developed Ruderal Shrubland,Developed
1317,4858717,17069,7141,Dakota Mixed-Grass Prairie,Northwestern Great Plains Mixedgrass Prairie,Grassland
1318,11507,17037,7944,Middle Rockies - Blue Mountains,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
1319,3937380,17009,9312,Great Lakes,Northeastern North American Temperate Forest Plantation,Conifer
1320,478410,17037,7049,Middle Rockies - Blue Mountains,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
1321,18168562,17009,7481,Great Lakes,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
1322,826839,17037,7197,Middle Rockies - Blue Mountains,Recently Burned-Tree Cover,Conifer
1323,2506,17071,7179,Fescue-Mixed Grass Prairie,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Conifer
1324,30656,17037,7200,Middle Rockies - Blue Mountains,Recently Disturbed Other-Tree Cover,Conifer
1325,2677362,17009,7934,Great Lakes,Eastern Cool Temperate Developed Ruderal Grassland,Developed
1326,1462413,17037,7196,Middle Rockies - Blue Mountains,Recently Burned-Shrub Cover,Shrubland
1327,1752723,17009,7239,Great Lakes,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1328,51318,17037,7057,Middle Rockies - Blue Mountains,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer
1329,401,17026,7197,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Burned-Tree Cover,Conifer
1330,359341,17009,9620,Great Lakes,Laurentian-Acadian Shrub Swamp,Riparian
1331,311761,17009,7933,Great Lakes,Eastern Cool Temperate Developed Ruderal Shrubland,Developed
1332,151,17030,7057,Canadian Rocky Mountains,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer
1333,6140,17037,7199,Middle Rockies - Blue Mountains,Recently Disturbed Other-Shrub Cover,Shrubland
1334,18251573,17037,7125,Middle Rockies - Blue Mountains,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
1335,386435,17037,9006,Middle Rockies - Blue Mountains,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
1336,658879,17037,9309,Middle Rockies - Blue Mountains,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
1337,2186172,17037,7195,Middle Rockies - Blue Mountains,Recently Burned-Herb and Grass Cover,Grassland
1338,5,17064,7922,Aspen Parkland,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
1339,51859,17009,9114,Great Lakes,Laurentian-Acadian Alkaline Fen,Riparian
1340,48427,17009,9057,Great Lakes,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian
1341,691,17026,7196,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,Recently Burned-Shrub Cover,Shrubland
1342,88,17030,7250,Canadian Rocky Mountains,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
1343,601,17069,7331,Dakota Mixed-Grass Prairie,Eastern Great Plains Tallgrass Aspen Forest and Woodland,Hardwood
1344,2300,17069,9315,Dakota Mixed-Grass Prairie,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1345,33192,17069,7310,Dakota Mixed-Grass Prairie,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1346,78234,17069,9817,Dakota Mixed-Grass Prairie,Northern & Central Ruderal Meadow,Exotic Herbaceous
1347,266,17069,9317,Dakota Mixed-Grass Prairie,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1348,539498,17009,7407,Great Lakes,Laurentian Pine Barrens,Conifer
1349,183267,17009,9055,Great Lakes,Boreal-Laurentian Bog,Riparian
1350,8,17041,7120,Pacific Northwest Coast,Willamette Valley Upland Prairie,Grassland
1351,375048,17037,7250,Middle Rockies - Blue Mountains,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
1352,30852,17009,9617,Great Lakes,Laurentian-Acadian Floodplain Shrubland,Riparian
