VALUE,COUNT,US_200EVT,PADUS_GAP_RESAMP,ECOREGION_RASTER,EVT_NAME,EVT_PHYS,ECO_NAME
2713,56659,9118,4,17023,Laurentian-Acadian Freshwater Marsh,Riparian,Superior Mixed Forest
2714,112532,9817,4,17023,Northern & Central Ruderal Meadow,Exotic Herbaceous,Superior Mixed Forest
2715,18206,9114,4,17023,Laurentian-Acadian Alkaline Fen,Riparian,Superior Mixed Forest
2716,199609,9112,4,17023,Laurentian Jack Pine-Red Pine Forest,Conifer,Superior Mixed Forest
2717,349415,9055,3,17023,Boreal-Laurentian Bog,Riparian,Superior Mixed Forest
2718,12274,7952,4,17023,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Superior Mixed Forest
2719,7673,7272,3,17023,Eastern Boreal Floodplain Shrubland,Riparian,Superior Mixed Forest
2720,91,7298,4,17049,Developed-High Intensity,Developed-High Intensity,West Cascades
2721,23366,9317,4,17023,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Superior Mixed Forest
2722,1643,7976,3,17023,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Superior Mixed Forest
2723,15576,7296,4,17023,Developed-Low Intensity,Developed-Low Intensity,Superior Mixed Forest
2724,4399,7933,4,17023,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Superior Mixed Forest
2725,21120,7934,4,17023,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Superior Mixed Forest
2726,55324,9057,4,17023,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Superior Mixed Forest
2727,1658,7954,4,17023,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Superior Mixed Forest
2728,45667,7909,3,17023,Eastern Cool Temperate Urban Shrubland,Developed,Superior Mixed Forest
2729,30333,7908,3,17023,Eastern Cool Temperate Urban Herbaceous,Developed,Superior Mixed Forest
2730,7191,7934,3,17023,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Superior Mixed Forest
2731,86316,7977,3,17023,Eastern Cool Temperate Pasture and Hayland,Agricultural,Superior Mixed Forest
2732,28628,7734,2,17049,North Pacific Alpine and Subalpine Bedrock and Scree,Sparsely Vegetated,West Cascades
2733,27792,7296,3,17023,Developed-Low Intensity,Developed-Low Intensity,Superior Mixed Forest
2734,1821,9016,3,17030,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated,Canadian Rocky Mountains
2735,130387,7977,4,17023,Eastern Cool Temperate Pasture and Hayland,Agricultural,Superior Mixed Forest
2736,38995,9315,3,17023,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Superior Mixed Forest
2737,793,7972,4,17016,Eastern Cool Temperate Bush fruit and berries,Agricultural,Northern Appalachian / Acadian
2738,2473,7407,4,17023,Laurentian Pine Barrens,Conifer,Superior Mixed Forest
2739,4249,7932,4,17023,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,Superior Mixed Forest
2740,106785,7196,3,17072,Recently Burned-Shrub Cover,Shrubland,Northern Great Plains Steppe
2741,77632,7974,4,17023,Eastern Cool Temperate Row Crop,Agricultural,Superior Mixed Forest
2742,2197,7068,3,17049,North Pacific Dry and Mesic Alpine Dwarf-Shrubland,Shrubland,West Cascades
2743,328,7035,1,17031,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer,East Cascades - Modoc Plateau
2744,2357,7065,1,17031,Columbia Plateau Scabland Shrubland,Shrubland,East Cascades - Modoc Plateau
2745,6525,9617,4,17023,Laurentian-Acadian Floodplain Shrubland,Riparian,Superior Mixed Forest
2746,111,7191,2,17092,Recently Logged-Herb and Grass Cover,Grassland,Columbia Plateau
2747,128,7198,2,17092,Recently Disturbed Other-Herb and Grass Cover,Grassland,Columbia Plateau
2748,92378,7362,4,17023,Laurentian-Acadian Northern Pine Forest,Conifer,Superior Mixed Forest
2749,31405,9055,4,17023,Boreal-Laurentian Bog,Riparian,Superior Mixed Forest
2750,26,7200,2,17092,Recently Disturbed Other-Tree Cover,Conifer,Columbia Plateau
2751,341,-9999,4,17023, , ,Superior Mixed Forest
2752,16604,7734,3,17049,North Pacific Alpine and Subalpine Bedrock and Scree,Sparsely Vegetated,West Cascades
2753,1,7198,1,17092,Recently Disturbed Other-Herb and Grass Cover,Grassland,Columbia Plateau
2754,724,7272,4,17023,Eastern Boreal Floodplain Shrubland,Riparian,Superior Mixed Forest
2755,103875,7238,3,17023,Laurentian-Acadian Northern Oak Forest,Hardwood,Superior Mixed Forest
2756,23,7193,2,17072,Recently Logged-Tree Cover,Conifer,Northern Great Plains Steppe
2757,4664,7963,4,17072,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,Northern Great Plains Steppe
2758,1226,7263,2,17031,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer-Hardwood,East Cascades - Modoc Plateau
2759,421,7967,1,17049,Western Cool Temperate Pasture and Hayland,Agricultural,West Cascades
2760,379,7944,2,17092,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Columbia Plateau
2761,23,7923,1,17040,Western Cool Temperate Developed Ruderal Shrubland,Developed,Okanagan
2762,5,7921,1,17040,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,Okanagan
2763,340397,7193,3,17023,Recently Logged-Tree Cover,Conifer,Superior Mixed Forest
2764,183628,7191,3,17023,Recently Logged-Herb and Grass Cover,Grassland,Superior Mixed Forest
2765,94505,7192,3,17023,Recently Logged-Shrub Cover,Shrubland,Superior Mixed Forest
2766,4709,7297,4,17023,Developed-Medium Intensity,Developed-Medium Intensity,Superior Mixed Forest
2767,14021,7906,4,17023,Eastern Cool Temperate Urban Evergreen Forest,Developed,Superior Mixed Forest
2768,1717,7298,4,17023,Developed-High Intensity,Developed-High Intensity,Superior Mixed Forest
2769,815,7923,3,17072,Western Cool Temperate Developed Ruderal Shrubland,Developed,Northern Great Plains Steppe
2770,2129,9165,3,17049,North Pacific Hardwood-Conifer Swamp,Riparian,West Cascades
2771,3,7069,3,17049,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland,West Cascades
2772,5520,7060,2,17092,East Cascades Ponderosa Pine Forest and Woodland,Conifer,Columbia Plateau
2773,2295,7924,3,17072,Western Cool Temperate Developed Ruderal Grassland,Developed,Northern Great Plains Steppe
2774,256,7944,4,17049,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,West Cascades
2775,3448,7060,4,17092,East Cascades Ponderosa Pine Forest and Woodland,Conifer,Columbia Plateau
2776,4,7069,2,17049,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland,West Cascades
2777,5,7960,4,17030,Western Cool Temperate Orchard,Agricultural,Canadian Rocky Mountains
2778,38,7262,4,17092,East Cascades Oak Forest and Woodland,Hardwood,Columbia Plateau
2779,495,9165,4,17049,North Pacific Hardwood-Conifer Swamp,Riparian,West Cascades
2780,8,7297,4,17071,Developed-Medium Intensity,Developed-Medium Intensity,Fescue-Mixed Grass Prairie
2781,555,7923,4,17072,Western Cool Temperate Developed Ruderal Shrubland,Developed,Northern Great Plains Steppe
2782,1126,7944,4,17072,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Northern Great Plains Steppe
2783,32,9015,3,17030,Northwestern Great Plains Riparian Forest,Riparian,Canadian Rocky Mountains
2784,254,7921,1,17049,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,West Cascades
2785,8,9515,3,17030,Northwestern Great Plains Riparian Shrubland,Riparian,Canadian Rocky Mountains
2786,1731,9516,3,17030,Northwestern Great Plains Riparian Herbaceous,Riparian,Canadian Rocky Mountains
2787,105,7141,3,17030,Northwestern Great Plains Mixedgrass Prairie,Grassland,Canadian Rocky Mountains
2788,13175,7049,3,17030,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,Canadian Rocky Mountains
2789,557,7085,3,17030,Northwestern Great Plains Shrubland,Shrubland,Canadian Rocky Mountains
2790,39,9023,3,17030,Western Great Plains Badlands,Sparsely Vegetated,Canadian Rocky Mountains
2791,18,7924,1,17049,Western Cool Temperate Developed Ruderal Grassland,Developed,West Cascades
2792,74,7482,3,17030,Great Plains Prairie Pothole,Riparian,Canadian Rocky Mountains
2793,24,9027,3,17030,Western Great Plains Open Freshwater Depression Wetland,Riparian,Canadian Rocky Mountains
2794,346836,9514,4,17072,Northwestern Great Plains Floodplain Herbaceous,Riparian,Northern Great Plains Steppe
2795,24618,9513,4,17072,Northwestern Great Plains Floodplain Shrubland,Riparian,Northern Great Plains Steppe
2796,657,7298,4,17072,Developed-High Intensity,Developed-High Intensity,Northern Great Plains Steppe
2797,62346,9014,4,17072,Northwestern Great Plains Floodplain Forest and Woodland,Riparian,Northern Great Plains Steppe
2798,3978,7295,2,17072,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Northern Great Plains Steppe
2799,92916,9514,2,17072,Northwestern Great Plains Floodplain Herbaceous,Riparian,Northern Great Plains Steppe
2800,4811,7931,2,17016,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Northern Appalachian / Acadian
2801,359,7931,1,17016,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Northern Appalachian / Acadian
2802,5,7951,1,17016,Eastern Cool Temperate Developed Ruderal Evergreen Forested Wetland,Developed,Northern Appalachian / Acadian
2803,203,7952,1,17016,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Northern Appalachian / Acadian
2804,300,7953,2,17016,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,Northern Appalachian / Acadian
2805,2,9101,3,17016,Great Lakes Dune,Sparsely Vegetated,Northern Appalachian / Acadian
2806,291,9119,3,17016,Laurentian-Acadian Lakeshore Beach,Sparsely Vegetated,Northern Appalachian / Acadian
2807,83,9119,2,17016,Laurentian-Acadian Lakeshore Beach,Sparsely Vegetated,Northern Appalachian / Acadian
2808,2,9101,2,17016,Great Lakes Dune,Sparsely Vegetated,Northern Appalachian / Acadian
2809,231,7933,1,17016,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Northern Appalachian / Acadian
2810,2653,9515,1,17072,Northwestern Great Plains Riparian Shrubland,Riparian,Northern Great Plains Steppe
2811,4112,9015,1,17072,Northwestern Great Plains Riparian Forest,Riparian,Northern Great Plains Steppe
2812,352,7297,1,17016,Developed-Medium Intensity,Developed-Medium Intensity,Northern Appalachian / Acadian
2813,5421,7050,3,17071,Rocky Mountain Lodgepole Pine Forest,Conifer,Fescue-Mixed Grass Prairie
2814,564,7011,3,17071,Rocky Mountain Aspen Forest and Woodland,Hardwood,Fescue-Mixed Grass Prairie
2815,11527,7193,1,17016,Recently Logged-Tree Cover,Conifer,Northern Appalachian / Acadian
2816,1050,7964,1,17072,Western Cool Temperate Row Crop,Agricultural,Northern Great Plains Steppe
2817,1959,7045,3,17071,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,Fescue-Mixed Grass Prairie
2818,150,9318,1,17016,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Northern Appalachian / Acadian
2819,12788,7239,1,17016,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Northern Appalachian / Acadian
2820,1934,7050,2,17071,Rocky Mountain Lodgepole Pine Forest,Conifer,Fescue-Mixed Grass Prairie
2821,160,9318,3,17072,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Northern Great Plains Steppe
2822,39694,9023,1,17072,Western Great Plains Badlands,Sparsely Vegetated,Northern Great Plains Steppe
2823,2179,7046,4,17030,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,Canadian Rocky Mountains
2824,13171,7139,1,17071,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,Fescue-Mixed Grass Prairie
2825,5364,9516,1,17071,Northwestern Great Plains Riparian Herbaceous,Riparian,Fescue-Mixed Grass Prairie
2826,175,7011,1,17071,Rocky Mountain Aspen Forest and Woodland,Hardwood,Fescue-Mixed Grass Prairie
2827,33,7965,1,17071,Western Cool Temperate Close Grown Crop,Agricultural,Fescue-Mixed Grass Prairie
2828,66,7145,2,17071,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,Fescue-Mixed Grass Prairie
2829,2082,7126,1,17071,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,Fescue-Mixed Grass Prairie
2830,17,7145,1,17071,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,Fescue-Mixed Grass Prairie
2831,7663,7049,1,17071,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,Fescue-Mixed Grass Prairie
2832,540,9828,1,17071,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,Fescue-Mixed Grass Prairie
2833,674,7085,1,17071,Northwestern Great Plains Shrubland,Shrubland,Fescue-Mixed Grass Prairie
2834,362,7166,1,17071,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,Fescue-Mixed Grass Prairie
2835,394,9012,1,17071,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,Fescue-Mixed Grass Prairie
2836,60,7050,1,17071,Rocky Mountain Lodgepole Pine Forest,Conifer,Fescue-Mixed Grass Prairie
2837,351,7292,1,17071,Open Water,Open Water,Fescue-Mixed Grass Prairie
2838,7987,7106,1,17071,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,Fescue-Mixed Grass Prairie
2839,235,9512,1,17071,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,Fescue-Mixed Grass Prairie
2840,220,9017,2,17071,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,Fescue-Mixed Grass Prairie
2841,485,9512,2,17071,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,Fescue-Mixed Grass Prairie
2842,6,7045,1,17071,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,Fescue-Mixed Grass Prairie
2843,1086,7967,1,17071,Western Cool Temperate Pasture and Hayland,Agricultural,Fescue-Mixed Grass Prairie
2844,930,9512,3,17071,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,Fescue-Mixed Grass Prairie
2845,1949,9012,2,17071,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,Fescue-Mixed Grass Prairie
2846,1719,7140,3,17071,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,Fescue-Mixed Grass Prairie
2847,478,9017,3,17071,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,Fescue-Mixed Grass Prairie
2848,2362,9012,3,17071,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,Fescue-Mixed Grass Prairie
2849,256,7145,3,17071,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,Fescue-Mixed Grass Prairie
2850,36,7482,1,17071,Great Plains Prairie Pothole,Riparian,Fescue-Mixed Grass Prairie
2851,265,9017,4,17071,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,Fescue-Mixed Grass Prairie
2852,121,7145,4,17071,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,Fescue-Mixed Grass Prairie
2853,1044,7018,2,17092,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,Columbia Plateau
2854,23,9829,4,17071,Western North American Ruderal Wet Meadow & Marsh,Riparian,Fescue-Mixed Grass Prairie
2855,2,9017,1,17071,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,Fescue-Mixed Grass Prairie
2856,12,9018,1,17071,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,Fescue-Mixed Grass Prairie
2857,386,7140,4,17071,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,Fescue-Mixed Grass Prairie
2858,4,9018,4,17071,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,Fescue-Mixed Grass Prairie
2859,1,9011,4,17071,North American Arid West Emergent Marsh,Riparian,Fescue-Mixed Grass Prairie
2860,1,7964,4,17071,Western Cool Temperate Row Crop,Agricultural,Fescue-Mixed Grass Prairie
2861,89293,7055,2,17092,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,Columbia Plateau
2862,607,9002,3,17030,Columbia Basin Foothill Riparian Woodland,Riparian,Canadian Rocky Mountains
2863,21,9308,3,17030,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,Canadian Rocky Mountains
2864,13936,9024,1,17072,Western Great Plains Cliff and Outcrop,Sparsely Vegetated,Northern Great Plains Steppe
2865,815,7903,1,17072,Western Cool Temperate Urban Herbaceous,Developed,Northern Great Plains Steppe
2866,3599,7299,1,17072,Developed-Roads,Developed-Roads,Northern Great Plains Steppe
2867,461,9318,3,17071,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Fescue-Mixed Grass Prairie
2868,107,9029,1,17072,Western Great Plains Saline Depression Wetland,Riparian,Northern Great Plains Steppe
2869,3760,9027,1,17072,Western Great Plains Open Freshwater Depression Wetland,Riparian,Northern Great Plains Steppe
2870,7,7200,1,17030,Recently Disturbed Other-Tree Cover,Conifer,Canadian Rocky Mountains
2871,180,7900,1,17072,Western Cool Temperate Urban Deciduous Forest,Developed,Northern Great Plains Steppe
2872,406,7904,1,17072,Western Cool Temperate Urban Shrubland,Developed,Northern Great Plains Steppe
2873,6538,7049,2,17030,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,Canadian Rocky Mountains
2874,49,7901,1,17072,Western Cool Temperate Urban Evergreen Forest,Developed,Northern Great Plains Steppe
2875,43,7482,2,17030,Great Plains Prairie Pothole,Riparian,Canadian Rocky Mountains
2876,115,9027,2,17030,Western Great Plains Open Freshwater Depression Wetland,Riparian,Canadian Rocky Mountains
2877,2184,9516,2,17030,Northwestern Great Plains Riparian Herbaceous,Riparian,Canadian Rocky Mountains
2878,896,7126,2,17030,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,Canadian Rocky Mountains
2879,5671,7488,3,17071,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Fescue-Mixed Grass Prairie
2880,20,7488,4,17071,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Fescue-Mixed Grass Prairie
2881,29000,9816,3,17064,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous,Aspen Parkland
2882,41502,7141,2,17064,Northwestern Great Plains Mixedgrass Prairie,Grassland,Aspen Parkland
2883,97041,9816,2,17064,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous,Aspen Parkland
2884,44,7141,2,17030,Northwestern Great Plains Mixedgrass Prairie,Grassland,Canadian Rocky Mountains
2885,109025,7292,2,17064,Open Water,Open Water,Aspen Parkland
2886,13848,7965,2,17064,Western Cool Temperate Close Grown Crop,Agricultural,Aspen Parkland
2887,15345,7292,3,17064,Open Water,Open Water,Aspen Parkland
2888,4281,7141,3,17064,Northwestern Great Plains Mixedgrass Prairie,Grassland,Aspen Parkland
2889,18314,7968,2,17064,Western Cool Temperate Wheat,Agricultural,Aspen Parkland
2890,3234,7488,2,17071,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Fescue-Mixed Grass Prairie
2891,44575,7488,2,17064,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Aspen Parkland
2892,81,7009,3,17071,Northwestern Great Plains Aspen Forest and Parkland,Hardwood,Fescue-Mixed Grass Prairie
2893,17732,7482,2,17064,Great Plains Prairie Pothole,Riparian,Aspen Parkland
2894,3,7009,4,17071,Northwestern Great Plains Aspen Forest and Parkland,Hardwood,Fescue-Mixed Grass Prairie
2895,1132,7009,2,17071,Northwestern Great Plains Aspen Forest and Parkland,Hardwood,Fescue-Mixed Grass Prairie
2896,814,7295,2,17092,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Columbia Plateau
